Unnamed: 0,airline,title,date,content,rate,SeatType,AircraftType,SeatLayout,clean_content
20,frontier-airlines,"""extremely uncomfortable""",26th July 2016,"The seats do not recline, which for a long flight, was awful. And the seat was too close to the seat in front to put your head down on the little tray, even if you're of average height. (I'm 5'8 1/2"".) My legs barely fit in. It was extremely uncomfortable.",1.0,Economy Class,A320,3x3,seats recline long flight awful seat close seat front put head little tray even average height legs barely fit extremely uncomfortable
21,frontier-airlines,"""not recommend this airline""",26th April 2016,"✅ Verified Review |  Departed Chicago on 16 April for Portland with Frontier Airlines. After experiencing the worst TSA check-in on record, I boarded with my McDonalds in-flight dinner. Once seated in row 22C, I noticed the seats were as uncomfortable as those on a school bus! Row was so narrow that it was difficult to navigate to the seat without tripping. Once I finished my meal, I asked the flight attendant if she could please dispose of the sack. She snarkly replied that I would have to keep it on me until she could get around to it. Okay, that wasn't until nearly an hour and forty-five minutes into the flight! Flight crew were not very friendly and appeared to me to be exhausted. Decided not to interact with them the remainder of the flight! Return Flight: Departed PDX slightly behind schedule due to a delayed push-back from the gate. Again, crew looked exhausted but was friendlier this time. Again, park bench-hard seats, no leg room, only two working lavatories (one in front, one in back, one broken), noticed nine tenths of the overhead warning lights (No Smoking, Seatbelts) were not working, cart only made one trip during entire flight, crew seen grabbing the $50.00 seats for themselves and sleeping (this was a ""Red-Eye""). Only good seats are in the forward cabin area and cost an extra $50.00 to get, small bottled water and coffee is $3.00, everything else is between $7.00 & $9.00, couldn't even get a free glass of water to take prescribed medications! These occurrences were on flights 1223 Outbound and 1224 Return. I would not recommend this airline to anyone.",1.0,Economy Class,A320,3x3,w departed experiencing worst check record boarded flight dinner seated row c noticed seats uncomfortable school bus row narrow difficult navigate seat tripping finished meal asked flight attendant could please dispose sack snarkly replied would keep could nearly hour minutes flight flight crew friendly appeared exhausted decided interact remainder flight return flight departed pdx slightly schedule due delayed push back gate crew looked exhausted friendlier time bench hard seats leg room working lavatories front back broken noticed tenths overhead warning lights smoking seatbelts working cart made trip entire flight crew seen grabbing seats sleeping red eye good seats forward area cost extra small bottled water coffee else even free glass water take prescribed medications occurrences flights return would recommend airline
22,frontier-airlines,"""Horrible seats""",30th March 2016,"Horrible seats that made my 2 to 3 hour flight seem unending. There was no such thing as leg room plus no option to recline your seat. The A320 didn't really have a regular airplane seat, but rather a piece of metal in a seat shape with 3 to 4 inches of foam on it. I remember back in the day, even school bus seats had comfortable seating. Can't complain enough about Frontier Airlines. I've flown in other budget airlines but the experience has never been bad, but only with Frontier airlines.",1.0,Economy Class,A320,3x3,horrible seats made hour flight seem unending thing leg room option seat really regular airplane seat rather piece metal seat shape inches foam remember back day even school bus seats comfortable seating complain enough frontier airlines flown budget airlines experience never bad frontier airlines
23,frontier-airlines,"""resembled sitting on a board""",28th December 2015,"I flew an A319, Seat 15A. The airline charged me $16 in addition to the ticket price for this seat. This flight was from LAX to ORL 12/27/15, 4 hr 40 min total trip time. The seat did not recline (even an inch) and the service tray was approximately 5 inches deep and about 10 inches in length. Certainly not big enough to hold a computer or paperwork, should you try to do any of that enroute. Not only that, the seats resembled sitting on a board. I really did not see how I would be able to sit there over the flight duration. I did however, with a sore back and neck on arrival. If this is a view of future airline travel, I pity those who will have to utilize the service. Whoever designed these seats should be run out of town on a rail.",1.0,Economy Class,A319,3x3,lew seat airline charged addition ticket price seat flight total trip time seat even inch service tray approximately inches deep inches length certainly big enough hold computer paperwork try enroute seats resembled sitting board really see would able sit flight duration however sore neck arrival view future airline travel pity utilize service designed seats run town rail
24,frontier-airlines,"""sacrifice on the comfort level""",13th November 2015,"This was my first time flying with Frontier. I decided to book Frontier for a day trip for my fiancee and I, flying Las Vegas to Austin (red-eye departure, evening return). The departing flight was almost as uncomfortable as it could've possibly been. Like riding a subway with wings. It looked like the interior was once nice, but was freshly stripped and reinstalled with basic office chairs. I felt cramped. My fiancee and I had no chance of sleeping whatsoever, what with the more-than-frequent turbulence. The armrests, even when folded up into the seats, still jutted out just enough to prevent either one of us from comfortably stretching out with the other. The seats themselves did not recline (though I suspect this was because our seats were in the row in front of the emergency exits). The return flight, however, was a different aircraft (still an A319, but a completely different feeling). Seats still didn't recline, but the plane was far more comfortable. We were actually able to catch some sleep on this one. Flight crew was incredibly kind to us on both flights, funny yet still professional. Decent flight experience overall, but even with Frontier going the direction of a ULCC, they shouldn't sacrifice so much on the comfort level.",5.0,Economy Class,A319,3x3,st time flying frontier decided book frontier trip fiancee flying red eye departure evening return departing flight almost uncomfortable could possibly riding subway wings looked interior nice freshly stripped reinstalled basic office chairs felt cramped chance sleeping whatsoever frequent turbulence armrests even folded seats still jutted enough prevent comfortably stretching seats recline suspect seats row front emergency exits return flight however different aircraft still completely different feeling seats still recline plane far comfortable actually able catch sleep flight crew incredibly kind flights funny still professional decent flight experience overall even frontier going direction ulcc sacrifice much comfort level
25,frontier-airlines,"""terrible, dreadful, awful""",6th August 2015,"Terrible, dreadful, awful are just some words to describe their very uncomfortable seats. There was no seat recline.",1.0,Economy Class,A320,3x3,ble dreadful awful words describe uncomfortable seats seat
0,garuda-indonesia,"""quite a lot of legroom""",19th April 2020,"✅ Trip Verified |  The seats in these configurations are wider and you have quite a lot of legroom. As we are just short persons (1.7m) we didn't need very much legroom and this was fine for us in this setup. I can imagine however, that people with long legs, might want to book special places where you have more space. The in-flight entertainment was allright, a lot of games where supplied, which you can control with a game-controller that is stored in the arm-rest of each seat. The reclining of the seats is acceptable, but you can't go very far. Of course, this is understandable because of the fact that the person behind you also likes to keep some space. Storing stuff underneath the seats isn't very high, and my bag full of office stuff didn't really fit. In the overhead storage it wasn't any problem though. Each seat offered 110-230VAC power as well as USB outlets for charging your phone etc. - please do mind that the USB output is only at low amperage due to power distribution in the plane (which makes sense of course).",8.0,Economy Class,Boeing 777-300ER,3x3x3,seats configurations wider quite lot legroom short persons need much legroom fine setup imagine however people long legs might want book special places space flight entertainment allright lot games supplied control game controller stored arm rest seat reclining seats acceptable go far course understandable fact person behind also likes keep space storing stuff seats high bag full office stuff really fit overhead storage problem seat offered vac power well usb outlets charging phone mind usb output low amperage due power distribution plane makes sense course
1,garuda-indonesia,"""choose GA because of its baggage policy""",20th October 2019,"✅ Trip Verified |  I choose GA because of its baggage policy; 30kg in economy class, also for the seat configuration of 3-3-3, which is becoming rare in the airline industry. Food was great, they only serves wine and beer between Netherlands and Indonesia. No liquor. Soon no more red wine was available. Only white wine and beer. Seat comfort was good, plenty of space for my legs. Very disappointing is the ife. A very small amount of movies are offered. Also the flight track system gets outdated, could not find any time of arrival. I’s rather had flown direct, but about 10 days before 1 Oct ga route update; no more direct flight between Europe and Jakarta. Even the aircraft they changed to an A330-200. (Luckily this month once a week a Boeing 777 comes thru) if you want to fly to jakarta change aircraft in Medan which takes you more time to reach Jakarta. Usually airlines announces their schedule changes one season ahead, Garuda does not like to communicate with their customers, a 10 days notice is what they gave!",4.0,Economy Class,Boeing 777-300,3x3x3,choose baggage policy kg economy also seat configuration becoming rare airline industry food great serves wine beer liquor soon red wine available white wine beer seat comfort good plenty space legs disappointing small amount movies offered also flight track system gets outdated could find time arrival rather flown direct days update direct flight even aircraft changed luckily month week comes want fly change aircraft takes time reach usually airlines announces schedule changes season ahead communicate customers days notice gave
2,garuda-indonesia,"""added more seat rows""",31st August 2019,"✅ Trip Verified |  Garuda recently added more seat rows on its economy class cabin. It's really uncomfortable, especially when the passenger in front of you're lines the seat. You won't be able to view the TV screen comfortably, even when the seat is not reclined it's already to close to your eyes. ",5.0,Economy Class,Boeing 737-800,3x3,cently added seat rows economy class cabin really uncomfortable especially passenger front lines seat able view tv screen comfortably even seat reclined already close eyes
3,garuda-indonesia,"""it's a great seat""",21st July 2019,"✅ Trip Verified |  I got seat 21A, next behind the business class. The seat has a huge legroom, near to a window. For me it's a great seat. However since the IFE are located in the partition between business and economy seat, it might be affect the privacy when we want to watch some movies since other passengers behind us can also look at our IFE.  But it still the best seat if you want extra legroom in your flight with Garuda Indonesia.",10.0,Economy Class,Boeing 737-800 NG,3x3,got seat next business class seat huge legroom window great seat however located partition business economy seat might affect privacy want watch movies passengers also look still best seat want extra legroom flight
4,garuda-indonesia,"""seat  was comfortable""",4th December 2017,"✅ Trip Verified |  I took this flight as a part as a connecting flight from a Garuda flight from Singapore. The seat difference I thought was subtle but noticeable. There is a remote on the side of the seat on the international flight but not on the domestic flight. Both entertainment system use touch screen technology but you have to push very hard and yet not annoy the guy sitting in front of you. The movie collections are quite different too; where the international flight had more selection of movies while the domestic had about 1/3 of the selection, minus the recent western movies. The domestic flight had more local and Asian flavor movies. The seat nevertheless was comfortable. There was no Wi-Fi on the flight. Seat storage was pretty good, I could fit my iPad (with cover), a water bottle, a phone - all with their three magazines; and yet still sit comfortably.",7.0,Economy Class,Boeing 737-800,3x3,ook flight part connecting flight difference thought subtle noticeable remote side seat international flight domestic flight entertainment system use touch screen technology push hard yet annoy guy sitting front movie collections quite different international flight selection movies domestic selection recent western movies domestic flight local asian flavor movies seat nevertheless comfortable flight seat storage pretty good could fit ipad cover water bottle phone magazines still sit comfortably
5,garuda-indonesia,"""enjoy this seat configuration""",10th October 2017,"✅ Verified Review |  Cabin interior is very clean with good light and great seat. I enjoy this seat configuration that has good space. There's electricity and personal video monitor on each seat. WiFi connection was good enough, but Garuda Indonesia need to increase price offer for WiFi package.",10.0,Economy Class,Boeing 777-300,3x3x3,w cabin interior clean good light great seat enjoy seat configuration good space electricity personal video monitor seat wifi connection good enough need increase price offer wifi package
6,garuda-indonesia,"""service was very good""",3rd June 2017,"✅ Verified Review |  Flew business class with Garuda from Singapore to Jakarta on May 12th, 2017. Check in was fast and efficient. This is the early morning flight with Garuda from Singapore. Boarding process was smooth even though the aircraft was parked at a remote area. Onboard, service was very good as usual. Breakfast was also good with a good selection to choose from.",10.0,Premium Economy,Boeing 737-800,2x2,w flew business may check fast efficient early morning flight boarding process smooth even aircraft parked remote area onboard service good usual breakfast also good good selection choose
7,garuda-indonesia,"""perfect space for leg room""",20th January 2017,"✅ Verified Review |  The best cabin seat, I get seat at A and K (window seats), have perfect space for leg room and seat width in this class. Have a good IFE up to date program and channel, but they don't have a foot rest in this aircraft type. ",8.0,Economy Class,A330-300,2x4x2,w best cabin seat get seat window seats perfect space leg room seat width class good channel foot rest aircraft type
8,garuda-indonesia,"""seat is spacious, comfortable""",6th November 2016,"✅ Verified Review |  This is my Garuda Indonesia flight from Padang to Jakarta (GA 125) on Boeing 737-800.  I found the seat is spacious, comfortable and they have really good entertainment program. The crew was really friendly and helpful compare to other airlines that I experienced. Hope to have such a nice flight again with Garuda Indonesia.",9.0,Economy Class,Boeing 737-800,3x3,w flight found seat spacious comfortable really good entertainment program crew really friendly helpful compare airlines experienced hope nice flight
9,garuda-indonesia,"""spacious leg room""",10th March 2016,"My flight with Garuda was very enjoyable, spacious leg room, staff very accommodating. Unfortunately while in Bali, I had a bad fall the day prior to flying home. Garuda Airport staff were fantastic. A wheelchair was waiting for me, and I was taken to the plane door. They then found me a row of 4 seats, so I could lay down and elevate my leg. I cannot recommend Garuda Indonesia highly enough.",10.0,Economy Class,A330,2x4x2,njoyable spacious leg room staff accommodating unfortunately bali bad fall day prior flying home airport staff fantastic wheelchair waiting taken plane door found row seats could lay elevate leg can recommend highly enough
10,garuda-indonesia,"""seats very comfortable """,5th November 2015,"SIN-CGK-KOE. At check in counter staff welcomed us with a smile. Boarding was quick and smooth. Cabin staff warmly welcomed us onboard, seats were very comfortable and legroom was superb. The entertainment system was in good working condition and meal was delicious.",9.0,Economy Class,Boeing 737-800NG,3x3,sin check counter staff welcomed smile boarding quick smooth cabin staff warmly welcomed onboard seats comfortable legroom superb entertainment system good working
11,garuda-indonesia,"""flight was enjoyable""",4th November 2015,"This Garuda Indonesia Boeing 737-800NG flight was enjoyable, check in was smooth, cabin crew were polite. IFE sometimes slowly responding on touch but the systems itself working properly. Overall Garuda is a great choice.",8.0,Economy Class,Boeing 737-800NG,3x3,light enjoyable check smooth cabin crew polite sometimes slowly responding touch systems working properly overall great choice
12,garuda-indonesia,"""seats on Garuda are excellent""",17th October 2015,"I always appreciate it when they bring wide bodies to domestic routes. It's a more spacious and comfortable feeling flying them. When Garuda brought its A330-200 to take us to CGK I was quite happy about it. As always, when a 2x4x2 configuration is available, we were seated at the window, allowing us to have a little private space for ourselves. Also the plane was not fully loaded, which added a bit more airy and privacy feeling. The seats on Garuda are excellent. They are very comfortable and the adjustable headrest is more like cylinder shaped cushion. I found this quite comfortable to support my neck when seated. The seat with is comparable to any other Y-Class seat and the seats recline nicely to a very comfortable position. I would not have a problem sitting in those seats for an ultra long haul flight. The seat pocket is generous allowing you to store lots of personal items in there. As always, leg room is quite large and you can adjust yourfelf to a comfortable position. The only shortcoming is the IFE. The system was a bit outdated and the screen was rather milky with slow responsiveness.",9.0,Economy Class,A330-200,2x4x2,always appreciate bring wide bodies domestic routes spacious comfortable feeling flying brought take quite happy always configuration available seated window allowing little private space also plane fully loaded added bit airy privacy feeling seats excellent comfortable adjustable headrest cylinder shaped cushion found quite comfortable support neck seated seat comparable class seat seats recline nicely comfortable position would problem sitting seats long flight seat pocket generous allowing store lots personal items always leg room quite large adjust comfortable position shortcoming system bit outdated screen rather milky slow responsiveness
13,garuda-indonesia,"""cabin crew were polite""",3rd July 2015,"KOE-SUB. This flight was enjoyable, check in was smooth, cabin crew were polite. IFE somewhat slow responding on touch but the systems itself working properly. Overall Garuda is a great choice.",9.0,Economy Class,Boeing 737-800NG,3x3,light enjoyable check smooth cabin crew polite ife somewhat slow responding touch systems working properly overall great choice
14,garuda-indonesia,"""a comfortable seat and flight""",2nd July 2015,My wife and I were seated at 22H and 22K on our flight from Shanghai to Jakarta (GA 895). It was a comfortable seat and flight.,9.0,Economy Class,A330-300,2-4-2,wife seated flight comfortable seat flight
15,garuda-indonesia,"""provides a comfortable rest""",19th June 2015,"JKT-HND return. The seat was comfortable, the recline of the seat provides a comfortable rest. But the in flight entertainment needs to improve as it is old. Overall it was a pleasant experience.",8.0,Economy Class,A330-200,2x4x2,urn seat comfortable recline seat provides comfortable rest flight entertainment needs improve old overall pleasant experience
16,garuda-indonesia,"""legroom was really good""",18th June 2015,I found these seats very comfortable and the legroom was really good!,10.0,Economy Class,B777-300,3x3x3,ound seats comfortable legroom really good
17,garuda-indonesia,"""provides a comfortable rest""",28th January 2015,"JKT-HND return. The seat was comfortable and seat pitch of 33"" was one of the best in Y class. The recline of the seat provides a comfortable rest. However the seat does not slide forward otherwise the journey would be more comfortable. USB ports were available under the seats and 1 plug was available in every 2 seats. Useful to charge handheld devices during the 7 hr flight journey. Will travel with GA again.",9.0,Economy Class,BOEING 777-300ER,3x3x3,urn seat comfortable seat pitch best class recline seat provides comfortable rest however seat slide forward otherwise would comfortable usb ports available seats plug available seats useful charge handheld devices flight travel
18,garuda-indonesia,"""economy class service is good""",11th March 2014,From Jeddah to Jakarta. Went home after Umrah (Religious trip) and the seats on the current Garuda aircraft are very comfortable. The economy class service is good balanced legroom between bulkhead and casual seat (33-35') and the flight crew offers beverages on every time different than other airline.,10.0,Economy Class,BOEING 777-300ER,3x3x3,went home umrah religious trip seats current aircraft comfortable economy class service good balanced legroom bulkhead casual seat flight crew offers beverages time different airline
19,garuda-indonesia,"""seat was fantastic and comfortable""",10th January 2014,The economy seat was fantastic and comfortable. The legroom is more spacious and I didn't feel any uncomfortable thing as it gave me easier access to move around the cabin (the configuration is 3x3x3). The recline is also better than other GA economy class. PTV screen is more responsive however the entertainment still needs to be updated! GA's B777-300 is giving much better service than its other aircraft.,8.0,Premium Economy,BOEING 777-300ER,3x3x3,conomy seat fantastic comfortable legroom spacious feel uncomfortable thing gave easier access move around cabin configuration also better screen however entertainment still needs updated giving much better service aircraft
20,garuda-indonesia,"""the result was positive""",15th February 2013,We travelled from Melbourne to Denpasar on an almost empty flight and then a full flight on the way back. We chose Garuda on the basis of both price and some recent seat reviews and the result was positive. It is economy after all!,8.0,Economy Class,AIRBUS A330-300,2x4x2,avelled almost empty flight full flight way back chose basis price recent seat reviews result positive economy
21,garuda-indonesia,"""delighted with the experience""",24th December 2012,MEL-DPS-MEL Travelled with my husband and young son. First time flying Garuda. Was surprised and delighted with the experience. The flight attendants were attentive and lovely with our son. Cabin service even trumped my recent Etihad Business Class experience! The cabin was clean and new seats were comfortable with excellent legroom and the IFE was great. Check in was smooth and the flight departed on time arriving slightly ahead of schedule. Well done Garuda! We will be back.,8.0,Economy Class,AIRBUS A330-300,2x4x2,avelled husband young son first time flying surprised delighted experience flight attendants attentive lovely son cabin service even trumped recent etihad business class experience cabin clean new seats comfortable excellent legroom ife great check smooth flight departed time arriving slightly ahead schedule well done back
22,garuda-indonesia,"""recline was adequate""",15th January 2009,I found the legroom was fantastic in both aisle and middle seat - aisle being slightly more comfortable. Recline was adequate however the lack of a decent headrest/pillow made it hard to sleep. Viewing of tv screens was hard with only 2 tvs above the middle rows and some small lcd's at the front of the cabin.,7.0,Economy Class,A330,2x4x2,ound legroom fantastic aisle middle seat aisle slightly comfortable recline adequate however lack decent headrest pillow made hard sleep viewing tv screens hard tvs middle rows small lcd front cabin
0,germania-airline,"""seat was very comfortable""",13th August 2018,"Not Verified |  The seat was very comfortable and provided me with enough leg space. I had booked an extra legroom seat for additional 30 Euro which gave me the seat, headphones and an alcoholic beverage. The crew members on both my flights were very friendly and accommodating.",8.0,Economy Class,A321,3x3,seat comfortable provided enough leg space booked extra legroom seat additional gave seat headphones alcoholic beverage crew members flights friendly accommodating
1,germania-airline,"""narrow, yet new and modern seats""",12th August 2015,"Narrow, yet new and modern leather seats. The tray table is too small for a laptop and the plastic tray with the dish slides on the surface.",5.0,Economy Class,Boeing 737-700,3x3,narrow new modern leather seats tray table small laptop plastic tray dish slides surface
0,germanwings,"""on the whole I was satisfied""",5th November 2015,"Very nice Germanwings flights from Prague to Hamburg return. Good value for money, Smart fare included checked luggage together with sufficient snack for one hour flight– tasty ham sandwich, small bottle of water, tiny gummy bears sack and another drink such as coffee or coke. Cabin crew friendly and helpful. Both flights on time. The planes looked clean and new, leg room not generous but still sufficient. First time experience and on the whole I was satisfied. I would fly with them again.",9.0,Economy Class,CRJ900,2x2,urn good value money smart fare included checked luggage together sufficient snack hour flight tasty ham sandwich small bottle water tiny bears sack drink coffee coke cabin crew friendly helpful flights time planes looked clean new leg room generous still sufficient first time experience whole satisfied would fly
1,germanwings,"""highly recommended""",21st October 2015,Seat 3F on Germanwings A320. There is an additional 10 cm seat pitch in rows 1-10. Free middle seat guaranteed in Best Cabin (which ist the domestic Business class of Germanwings). Highly recommended!,10.0,Premium Economy,A320,3x3,germanwings additional seat pitch rows free middle seat guaranteed best cabin ist domestic business class germanwings highly recommended
0,gulf-air,"""clean and well presented""",2nd September 2018,"Not Verified |  Aircraft was clean and well presented with good finishes on the seats. The IFE was very large and had no remote. Tray table was adjustable and convenient. Legroom was enormous, with no IFE box under the seat. There is a universal power port between two seats and a USB port under the IFE. The cradle recline was amazing, pillow and blanket comfortable. The meal was exceptional.",9.0,Economy Class,Boeing 787-9,3x3x3,aircraft clean well presented good finishes seats ife large remote tray table adjustable convenient legroom enormous box seat universal power port seats usb port cradle recline amazing pillow blanket comfortable meal exceptional
1,gulf-air,"""this row does not recline""",19th April 2018,✅ Trip Verified |  I was seated in rows 11 for both return trips. I chose this seat because it is near the emergency exits and only have two seats. Seats on this row does not recline. Gulf air does not provide headsets for short flights so you have to use your own headset if you like to use their inflight entertainment. Movies are a little bit outdated. Enough legroom.,6.0,Economy Class,A321,3x3,seated rows return trips chose seat emergency exits seats seats row provide headsets short flights use headset use inflight entertainment movies little bit outdated enough legroom
2,gulf-air,"""very bland looking cabin and seat""",19th June 2015,"A very bland looking cabin and seat. Blue leather type seat and just by looking at the seat you can tell it was going to be hard and offer little comfort. Touchscreen TV in the rear of the seat in front which is fine, when it works. The screen has no tilt function so reclined viewing is an issue. Leg room is ok for someone who is 5ft 8"". I wouldnt like to try it being anything over 6ft. The seat is ok for the first couple of hours but becomes very uncomfortable and is difficult to get any sleep in. Seat reclines however sometimes springs back up without warning. I would compare the comfort to that of Easyjet. Fine for an hour or two but not for longhaul. Gulf Air A320 seat is far far more comfortable.",5.0,Economy Class,A330,2x4x2,bland looking cabin seat blue leather type seat looking seat tell going hard offer little comfort tv rear seat front fine works screen tilt function reclined viewing issue leg room would like try seat first couple hours becomes uncomfortable difficult get sleep seat reclines however sometimes springs back warning would compare comfort easyjet fine hour seat far far comfortable
0,hainan-airlines,"""legroom and recline is decent""",15th April 2018,"✅ Trip Verified |  Hainan Airlines employs the same long-haul economy product like airlines such as EVA or Cathay Pacific. The headrest is movable and is quite comfortable. However, the seat itself is poorly padded which can be a little uncomfortable. The legroom and recline is decent. The seats can be a little narrow to some people who like the spacious feeling. The lack of storage space and the weirdly-positioned charging docks are the downsides of this seating product.",6.0,Economy Class,Boeing 787-8,3x3x3,mploys long haul economy product airlines eva headrest movable quite comfortable however seat poorly padded little uncomfortable legroom recline decent seats little narrow people spacious feeling lack storage space weirdly positioned charging docks downsides seating product
1,hainan-airlines,"""seats were not so bad""",13th August 2017,✅ Verified Review |  For economy class the seats were not so bad. I do like the 3x3x3 arrangement. The entertainment feature was great. My one big complaint was a passenger sitting in front of me refused to put their seat up doing meal service and thus I was unable to eat my meal. The flight attendant told me it was company policy not to disturb anyone who is sleeping even during meal service which makes no sense at all and made part of my trip very uncomfortable.,7.0,Economy Class,Boeing 787-8,3x3x3,w economy class seats bad arrangement entertainment feature great big complaint passenger sitting front refused put seat meal service thus unable eat meal flight attendant told company policy disturb sleeping even meal service makes sense made part trip uncomfortable
2,hainan-airlines,"""it is comfortable""",15th July 2017,"✅ Verified Review |  The distance between the seats and its front is good, and it is comfortable that I can sit here for a long time.and The air is fresh and I feel it so good. Besides, the eye masks and etc. are considerable. and Luggage room is also big enough. In general, everything is good.",10.0,Economy Class,Boeing 787-9,3x3x3,w distance seats front good comfortable sit long time air fresh feel good eye masks considerable luggage room also big enough general good
3,hainan-airlines,"""Seat recline was okay""",24th June 2017,"✅ Verified Review |  A seat arrangement of 3x3x3 in Boeing 787, and id not expect seat width would be enough for a long distance trip, especially when the cabin was full. But Hainan Airlines provided a good PTV screen. Resolution was high enough and responses fast. Seat recline was okay and the legroom was enough for people smaller than 180cm. But it was a little difficult for window seat people to move out.",7.0,Economy Class,Boeing 787-9,3x3x3,w seat arrangement d expect seat width would enough long distance trip especially cabin full airlines provided good ptv screen resolution high enough responses fast seat okay legroom enough people smaller little difficult window seat people move
4,hainan-airlines,"""large leg room""",16th February 2017,"✅ Verified Review |  Chengdu to Boston via Beijing. Very courteous and friendly crew. Comfortable seats with large leg room. Food was good. Lots of TV programs with many newly released movies to choose from. Toilet was very clean throughout the flight. The airplane was new, although the domestic flight I took from CTU to PEK was a little old and I had a connection problem with its audio jack. On both flights the attendants worked really hard.",10.0,Economy Class,Boeing 787,3x3x3,w courteous friendly crew comfortable seats large leg room food good lots tv programs many newly released movies choose toilet clean flight airplane new domestic flight took pek little old connection problem audio flights attendants worked really hard
5,hainan-airlines,"""one of the best airlines""",22nd December 2015,"Hainan Airlines was one of the best airlines I ever went on. Everything was clean, especially the bathrooms. The food was great, but there was a bit less than there should have been, so I would rate it 4.5 stars. This was the first five star airline I went on, so I thought the entertainment was exceptional. There was a big selection of games, shows and movies.",10.0,Economy Class,A330,2x4x2,airlines best airlines ever went clean especially bathrooms food great bit less would rate stars first star airline went thought entertainment exceptional big selection games shows movies
6,hainan-airlines,"""some seats couldn't be adjusted""",11th January 2010,Comfortable seat TV screen was clear and several movies (Western/Chinese). Toilets were cleaned regularly and seat pitch was about 32 inch. Only minus was that some seats couldn't be adjusted.,8.0,Economy Class,A330,2x4x2,comfortable seat tv screen clear several movies western toilets cleaned regularly seat pitch inch minus seats adjusted
0,hawaiian-airlines,"""lie-flat seats are very nice""",22nd October 2019,"✅ Trip Verified |  My wife and I have flown the Hawaiian A330 three times, both in First Class and premium economy (Comfort) and are hooked. This was our most recent flight, and our adult daughter joined us. We all agreed that the lie-flat seats in First Class are very nice and have a unique look. (Premium Economy also was good, with row 13 having excellent legroom, but the lie-flat seats in First Class make the red-eye return flight far more enjoyable.) Very pleasant service by the personable flight attendants, decent food and snacks served with complimentary Mai Tais, and an ok selection of movies and TV shows (download from Netflix before flying!) All in all, we have largely abandoned using United from LAX to Hawaii, particularly when flying on this plane to and from Honolulu. We are flying the A321neo to Lihue in a few months and will report on that plane afterwards.",10.0,First Class,A330-200,2x2x2,wife flown times first class premium economy comfort hooked recent flight adult daughter joined agreed lie flat seats first class nice unique look premium economy also good row excellent legroom lie flat seats first class make red eye return flight far enjoyable pleasant service personable flight attendants decent food snacks served complimentary tais ok selection movies tv shows download netflix flying largely abandoned using particularly flying plane honolulu flying months report plane afterwards
1,hawaiian-airlines,"""not pay extra for premium economy""",30th July 2019,Not Verified |  I would not pay the extra money for premium economy or comfy seats it's a complete rip off. All you have is bit more legroom. The seats are budget with no extra padding. It really is a con job. We had seats 11A/B and they don't even recline properly because of the wall behind you. Then you have to put up with the clattering of the galley all night,4.0,Premium Economy,A330,2x4x2,would pay extra money premium economy seats complete rip bit legroom seats budget extra padding really con job seats even recline properly wall behind put clattering galley night
2,hawaiian-airlines,"""cramped and uncomfortable""",1st January 2018,"✅ Trip Verified |  The A330 seats were very small, cramped and uncomfortable. When the guy ahead of me put his seat back I had literally 8 inches of space between my nose and the seat back. Not good for a 9 hour international flight.",2.0,Economy Class,A330,2x4x2,seats small cramped uncomfortable guy ahead put seat back literally inches space nose seat back good hour international flight
3,hawaiian-airlines,"""seats in row 13 are best""",28th September 2015,"Business Class seats 1F and 1G and the best get the best privacy and no light from the gallery and are away from bathrooms. In the economy cabin, seats in row 13 are the best, as they have huge leg room due to no wall to business class. It's worth the extra to buy these.",8.0,Premium Economy,A330,2+2+2,business class seats g best get best privacy light gallery away bathrooms economy cabin seats row best huge leg room due wall class worth extra buy
0,hong-kong-airlines,"""like the food, which was superb""",8th August 2017,"✅ Verified Review |  Flew with HK Airlines from Hong Kong to Osaka Kansai. Check-in service was excellent, the attendant let us check-in at the ""Sweeten you up"" priority counter as there were no queues there although we were not a member of that airline. However, there was a delay because the previous flight from Tianjin arrived late but they told us on the plane and did not tell us at first! IFE choices was limited and seat comfort wasn't too good. I like the food, which was superb! ",7.0,Economy Class,A330,2x4x2,w flew check service excellent let check sweeten priority counter queues member airline however delay previous flight arrived late told plane tell first choices limited seat comfort good food
0,hop!,"""with a very good legroom""",30th December 2016,✅ Verified Review |  The Embraer 190 seats are very spacious with a very good legroom. There are also very comfortable and very modern. Hop! is a very good airline and I will recommend it for it seats. For me the recline is not good and we cannot sleep during the flight (but it was only a 1 hour flight).,9.0,Economy Class,Embraer 190,2x2,w seats spacious good legroom also comfortable modern hop good airline recommend seats recline good can sleep flight hour flight
0,iberia,"""it is extremely narrow""",29th November 2021,"✅ Trip Verified |  The seat is a lie-flat. But it is extremely narrow compared to competition and very worn out. Seat cushions also worn out, so no help for comfort. The possibility to store your personal items is very unpractical and nothing to store your glasses during the night. The dashboard to move the seat has no light so most unpractical at night. The electrical plug did work. The tray is pretty wide but only has 2 positions: up or down! impossible to get it closer to you when eating.",5.0,Business Class,A340,1x2x1,seat lie flat extremely narrow compared competition worn seat cushions also worn help comfort possibility store personal items unpractical store glasses night dashboard move seat light unpractical night electrical plug work tray pretty wide positions impossible get closer eating
